StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,C2,C3_First Click,C3_Last Click,C3_Page Submit,C3_Click Count,D1_1,W2T_First Click,W2T_Last Click,W2T_Page Submit,W2T_Click Count,W2_1,W2_2,W2_3,W2_4,W2_5,W2_6,W2_7,W2_8,W2_9,W2_10,W2_11,W2_12,W2_13,W2_14,W2_15,W2_16,W2_17,W2_18,W2_19,W2_20,W3T_First Click,W3T_Last Click,W3T_Page Submit,W3T_Click Count,W3_1,W3_2,W3_3,W3_4,W3_5,W3_6,W3_7,W3_8,W3_9,W3_10,W3_11,W3_12,W3_13,W3_14,W3_15,W3_16,W3_17,W3_18,W3_19,W3_20,W4T_First Click,W4T_Last Click,W4T_Page Submit,W4T_Click Count,W4_1,W4_2,W4_3,W4_4,W4_5,W4_6,W4_7,W4_8,W4_9,W4_10,W4_11,W4_12,W4_13,W4_14,W4_15,W4_16,W4_17,W4_18,W4_19,W4_20,W5T_First Click,W5T_Last Click,W5T_Page Submit,W5T_Click Count,W5_1,W5_2,W5_3,W5_4,W5_5,W5_6,W5_7,W5_8,W5_9,W5_10,W5_11,W5_12,W5_13,W5_14,W5_15,W5_16,W5_17,W5_18,W5_19,W5_20,W6T_First Click,W6T_Last Click,W6T_Page Submit,W6T_Click Count,W6_1,W6_2,W6_3,W6_4,W6_5,W6_6,W6_7,W6_8,W6_9,W6_10,W6_11,W6_12,W6_13,W6_14,W6_15,W6_16,W6_17,W6_18,W6_19,W6_20,P1,P2,P2_5_TEXT,P3,P4,D2,D3_1,D4_1,D5,D5_2_TEXT,D6,D6_11_TEXT,D7,D7_17_TEXT,D8,D9,D9_6_TEXT,D10,C7,MTurkCode
2/24/17 6:50,2/24/17 7:02,IP Address,174.63.83.0,100,683,TRUE,2/24/17 7:02,R_3qvpY7X9QkWmF6G,,,,,42.36459351,-71.10279846,anonymous,I understand and agree to proceed,,,,,1984,3.815,88.717,120.573,8,large,protect,overhead,people,control,guide,high,quiet,broad,obtuse,invisible,invasive,divided,fight,give,take,slow,god,hate,confusing,9.034,9.034,122.014,1,trump,democrats,liberal,conservative,mediate,together,frontier,world,forging,strong,believe,freedom,happiness,risk,defiance,work,innovate,solid,hopes,dreams,1.775,63.946,120.483,7,liberal,progressive,fair,help,aid,protect,save,freedom,fight,future,bright,right,think,believe,TRUE,scientific,core,many,hope,next,0,0,122.981,0,,,,,,,,,,,,,,,,,,,,,1.539,5.796,120.56,2,mothers,children,poor,help,government,democrats,bootstraps,ameliorate,food,eating,surviving,protect,lesser,disadvantaged,save,sad,weak,hopeful,upwards,bottom,1. Extremely liberal,Democrat,,5,3,Female,Massachusetts,Pennsylvania,English,,Spiritual but not religious,,"Bachelor's degree (For example: BA, AB, BS)",,No,White,,One parent born in the U.S.,"Yes, I agree",82
2/24/17 6:48,2/24/17 7:02,IP Address,73.204.106.226,100,850,TRUE,2/24/17 7:02,R_BKWWWsMjwMylg4x,,,,,25.60319519,-80.33470154,anonymous,I understand and agree to proceed,,,,,1975,3.523,119.835,120.515,4,big,cruel,greedy,selfish,horrible,dictators,rotten,corrupt,distant,confused,lost,,,,,,,,,,2.383,2.383,120.512,1,work,shelter,family,love,hope,faith,togetherness,,,,,,,,,,,,,,2.286,2.286,120.498,1,bias,liberal,confused, ,,,,,,,,,,,,,,,,,27.032,27.032,120.525,1,greedy ,liars,prejudice,selfish,,,,,,,,,,,,,,,,,2.405,100.887,120.515,2,charity,pity,gifts,,,,,,,,,,,,,,,,,,4. Moderate; middle of the road,Independent,,7. Government should provide many more services,1. Government should see to jobs and standard of living,Female,Florida,Arizona,English,,Other (please specify),spiritual,Associate degree in college - Occupational/vocational program,,No,Black or African American,,Both parents born in the U.S.,"Yes, I agree",71
2/24/17 6:50,2/24/17 7:03,IP Address,185.46.212.117,100,756,TRUE,2/24/17 7:03,R_3dTllRDV110c7R9,,,,,52.3500061,4.916702271,anonymous,I understand and agree to proceed,,,,,1973,3.728,58.032,120.544,2,USA,PRESIDENT,CONGRESS,COURT SYSTEM,VICE PRESIDENT,SENATORS,HOUSE MEMBERS,PROPAGANDA,FAKE NEWS,DIPLOMACY,NEWS,SITUATION ROOM,WAR,WEAPONS,LAWS,GOVERNING,,,,,3.254,3.254,121.198,1,EXCEPTIONALISM,RULERS,WARMONGERING,ENTREPENEURS,BRAVERY,FIGHTING SPIRIT,HYPOCRACY,MADDENING,PLAYERS,WINNERS,NONSENSE,UNIVERSAL VALUES,,,,,,,,,9.821,9.821,120.55,1,PATHETIC,LOSERS,SORE ,ABDICATION,BLUE STATES,SOCIALISTS,COMMUNISTS,SNOWFLAKES,LIBERAL ,CALLOUS,OBSTREPEROUS,,,,,,,,,,1.943,1.943,120.568,1,BULLIES,HARDCORE,TEABAGGERS,THICKHEADED,PATHETIC,LOSERS,WARMONGERS,HATERS,MOTHERFUCKERS,PISS ANTS,LIARS,MONEYGRABBERS,,,,,,,,,2.739,2.739,120.522,1,AFRICAN AMERICANS,LOSERS,QUEENS,FREEBEES,HANDOUTS,FOODSTAMPS,ENTITLEMENTS,HISPANICS,WHITE,TRAILER TRASH,,,,,,,,,,,2. Liberal,Independent,,1. Government should provide many fewer services,7. Government should let each person get ahead on their own,Male,California,California,English,,Spiritual but not religious,,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",,No,White,,Both parents born in the U.S.,"Yes, I agree",13
2/24/17 6:53,2/24/17 7:05,IP Address,68.198.35.73,100,733,TRUE,2/24/17 7:05,R_248BT5JQXMtwZMU,,,,,40.84609985,-74.59140015,anonymous,I understand and agree to proceed,,,,,1960,2.05,94.122,120.791,3,money,helpful,harmful,lying,cheating,uncaring,self,monolithic,war,insufficient,business,,,,,,,,,,1.983,48.359,120.778,6,lies,religion,bullshit,hypocrisy,white,right,Christian,conservative,family,war,hate,fear,cheating,insecure,,,,,,,1.984,76.87,120.806,6,thin skinned,sensitive,insufficient,caring,people,business,choices,incompetent,worthwhile,progressive,future,ideas,chances,,,,,,,,1.855,113.982,120.788,9,scum,fuckers,liars,cheaters,hypocrites,war,hateful,religious,Christian,two faced,loathsome,cold,vile,shit,stupid,proud,,,,,2.805,74.487,120.726,3,poor,need,children,help,family,food,medicine,cheats,government,shame,unemployment,rent,city,,,,,,,,2. Liberal,Democrat,,5,4,Male,New Jersey,New Jersey,English,,Atheist,,Some college but no degree,,No,White,,Both parents born in the U.S.,"Yes, I agree",77
2/24/17 6:53,2/24/17 7:05,IP Address,74.85.206.56,100,742,TRUE,2/24/17 7:05,R_3rIcT74Wo3USWNt,,,,,43.52920532,-112.2733002,anonymous,I understand and agree to proceed,,,,,1974,3.765,3.765,120.524,1,old,establishment,necessary,rulers,lawmakers,country,taxes,president,house,senate,rules,arguments,agendas,elitist,,,,,,,4.167,31.099,120.537,3,freedom,rights,allegiance,hard work,perseverance ,cowboy,proud,dream,pursuit of happiness,,,,,,,,,,,,3.428,3.428,120.535,1,blue,Bill Clinton,progressive,liberal,changing,minority,open,,,,,,,,,,,,,,2.61,2.61,120.536,1,conservative,Ronald Regan,Rich,white,old,red,Idaho,Utah,majority,homophobic,staunch,,,,,,,,,,3.908,3.908,120.55,1,poor,needy,sick,helpful,handout,system,unemployed,reform,food stamps,,,,,,,,,,,,3. Slightly liberal,Independent,,4,5,Male,Idaho,Idaho,English,,Other (please specify),LDS,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",,No,White,,Both parents born in the U.S.,"Yes, I agree",71
2/24/17 6:50,2/24/17 7:05,IP Address,75.132.108.44,100,936,TRUE,2/24/17 7:05,R_2yqiMTcK7mZeZ9Q,,,,,38.60189819,-89.9138031,anonymous,I understand and agree to proceed,,,,,1979,65.732,106.716,120.479,2,politics,court,congress,POTUS,military,infrastructure,entitlements,budget,debt,regulation,white house,capital,Washington DC,waste,,,,,,,3.602,31.353,120.474,2,freedom,equality,voting,participation,education,involvement,justice,habeas corpus,,,,,,,,,,,,,2.019,2.019,120.466,1,liberal,politically-correct,sensitive,pro-choice,minority,gun control,environmentalist,activist,,,,,,,,,,,,,3.357,3.357,120.479,1,conservative,insensitive,evangelical,evil,greedy,rich,snob,out of touch,oligarch,plutocrat,privatize,Trump,Pence,O'Connell,Cruz,Rubio,McCain,NRA,anti-science,,2.743,2.743,120.482,1,ghetto,minority,uneducated,lazy,poor,stinky,meth,,,,,,,,,,,,,,2. Liberal,Democrat,,7. Government should provide many more services,4,Male,Illinois,Illinois,English,,Agnostic,,"Bachelor's degree (For example: BA, AB, BS)",,No,White,,Both parents born in the U.S.,"Yes, I agree",34
2/24/17 6:48,2/24/17 7:05,IP Address,174.233.2.5,100,1014,TRUE,2/24/17 7:05,R_DtWTvMWtI5oUVQR,,,,,35.12229919,-97.00160217,anonymous,I understand and agree to proceed,,,,,1979,24.518,31.026,120.667,2,Wasteful ,Money,Politics ,Fuss,Argue,Differing,Democrat,Corrupt,Republican,Congress,Senate,Slow ,,,,,,,,,5.642,57.22,160.242,2,Freedom,Family,Free speech,Possible,Dreams,Hard work,Friends ,Religion,,,,,,,,,,,,,4.93,29.833,252.505,8,Liberal,Free thinker,Giving,Educated,Left,Progressive ,Understanding,,,,,,,,,,,,,,2.825,51.758,120.682,3,Rich,White,Religious ,Conservative ,Proper,Narrow,America,Southern,Corporate ,Traditional ,,,,,,,,,,,3.372,94.44,120.766,5,Poor,Helpful,Abused,Giving,Taken advantage of,Children,Dependent,Assistance ,Charity,Problem,,,,,,,,,,,3. Slightly liberal,Democrat,,4,5,Male,Ohio,Ohio,English,,Agnostic,,Associate degree in college - Occupational/vocational program,,No,White,,Both parents born in the U.S.,"Yes, I agree",86
2/24/17 6:54,2/24/17 7:06,IP Address,24.151.193.10,100,699,TRUE,2/24/17 7:06,R_1DN15q2vuL0Nwdl,,,,,34.79820251,-84.90820313,anonymous,I understand and agree to proceed,,,,,1962,3.091,62.36,120.484,3,control,politician,trump,Hillary,county,rule,law,us,elite,corrupt,Illuminati ,borders,Bernie,election,economy,infrastructure ,,,,,2.422,92.263,120.498,3,traditional,old,apple pie,mom,family,capitalism,fairness,equality,liberty,free speech,constitution,court,nuclear family,picket fence,hard work,success,dream,,,,4.24,4.24,120.536,1,donkey ,Hillary,Bernie,lost ,snowflake,blm,cheat ,blue,fair,good,pander,pc,,,,,,,,,2.7,32.395,120.487,6,elephant,traditional,regressive,trump,bush,Reagan,evil ,unfair,McConnell,McCain,establishment,election,control,,,,,,,,2.609,2.609,120.495,1,victim,help,need,queen,defraud,stamps,cheat,equal,black,poor,mexican,wall,hospital,,,,,,,,2. Liberal,Democrat,,5,3,Female,Georgia,Ohio,English,,Spiritual but not religious,,12th grade no diploma,,No,White,,Both parents born in the U.S.,"Yes, I agree",67
2/24/17 6:57,2/24/17 7:10,IP Address,12.165.172.4,100,732,TRUE,2/24/17 7:10,R_exME1D1TuVXnux3,,,,,42.4644928,-83.376297,anonymous,I understand and agree to proceed,,,,,1976,2.379,92.237,120.519,5,trump,economy,war,military,people,amendment,white house,Washington,fox,news,safety,immigration,law,senate,class,working,,,,,2.597,46.934,120.547,3,trump,me,immigration,guns,amendment,washington,religion,schools,military,respect,family,,,,,,,,,,2.595,111.275,120.491,19,liar,fair,hypocritical,corrupt,lose,donkey,scandal,Hillary,obama,Obamacare,guns,handout,cry,pelosi,baby,,,,,,2.242,73.341,120.526,3,fair,me,trump,washington,white house,laws,immigration,religion,win,ivanka,wall,guns,amendment,constitution,positive,people,,,,,11.099,95.937,120.508,4,income,poor,abuse,drug,test,law abiding,work,job,advantage,kids,apply,system,trump,,,,,,,,6. Conservative,Republican,,2,7. Government should let each person get ahead on their own,Female,Michigan,Michigan,English,,Protestant,,Some college but no degree,,No,White,,Both parents born in the U.S.,"Yes, I agree",90
2/24/17 6:58,2/24/17 7:10,IP Address,63.241.40.124,100,692,TRUE,2/24/17 7:10,R_1dyIQBjmhDWwZA2,,,,,32.97219849,-96.73760223,anonymous,I understand and agree to proceed,,,,,1977,2.688,2.688,120.492,1,Washington,control,over bearing,broke,mismanaged,,,,,,,,,,,,,,,,106.286,106.286,122.003,1,honesty,integrity,hard work,fair,tru,,,,,,,,,,,,,,,,1.806,10.966,120.475,2,losing party,Obama,donkey,liberals,,,,,,,,,,,,,,,,,42.511,48.567,121.321,2,elephant,winning party,conservatives,Trump,,,,,,,,,,,,,,,,,2.367,2.367,120.484,1,assistance,poor ,humbling,abused,needed less,,,,,,,,,,,,,,,,5. Slightly conservative,Republican,,2,6,Male,Louisiana,Louisiana,English,,Protestant,,"Bachelor's degree (For example: BA, AB, BS)",,No,White,,Both parents born in the U.S.,"Yes, I agree",96
2/24/17 7:00,2/24/17 7:13,IP Address,99.67.221.193,100,808,TRUE,2/24/17 7:13,R_2c73UpG9Yveez0z,,,,,34.90240479,-92.23020172,anonymous,I understand and agree to proceed,,,,,1970,2.283,107.336,120.491,8,good,massive,needed,people,taxes,Washington,red-tape,,,,,,,,,,,,,,2.785,85.59,120.502,7,outdated,old,hamper,fear,white,hypocrisy,intolerant,,,,,,,,,,,,,,2.411,93.812,120.512,12,good,party,politics,government,progressive,inclusive,organized,benevolent,caring,responsible,,,,,,,,,,,2.354,110.478,120.494,9,fear,anger,hypocrite,white,male,southern,congress,politics,uncaring,,,,,,,,,,,,2.497,57.356,120.505,6,net,poor,needed,unfortunate,food,,,,,,,,,,,,,,,,2. Liberal,Democrat,,6,2,Male,Arkansas,Mississippi,English,,Spiritual but not religious,,High school graduate - high school diploma or equivalent (for example: GED),,No,White,,One parent born in the U.S.,"Yes, I agree",94
2/24/17 7:01,2/24/17 7:14,IP Address,47.196.162.88,100,775,TRUE,2/24/17 7:14,R_bdAoB7Cy7LniyFr,,,,,28.0821991,-82.52390289,anonymous,I understand and agree to proceed,,,,,1972,3.085,116.931,120.568,13,state,management,leadership,control,politics,administration,regime,regulation,authority,community,rules,cabinet,,,,,,,,,2.952,90.44,120.586,11,money,fame,family,church,baseball,American football,beer,pizza,Hollywood,Disneyland,,,,,,,,,,,29.251,117.537,120.539,9,politician,social,equality,liberal,freedom,popular,parliament,government,people,,,,,,,,,,,,2.669,114.393,120.541,9,politician,tradition,hierarchy,inequality,elitism,,,,,,,,,,,,,,,,3.347,111.12,120.525,8,benefits,help,money,support,social,assistance,protection,,,,,,,,,,,,,,4. Moderate; middle of the road,No preference,,6,3,Female,Florida,Florida,English,,Atheist,,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",,No,White,,Both parents born in the U.S.,"Yes, I agree",55
2/24/17 6:58,2/24/17 7:14,IP Address,162.250.6.19,100,953,TRUE,2/24/17 7:14,R_3g6ExGrX29KMvM8,,,,,40.75280762,-73.97250366,anonymous,I understand and agree to proceed,,,,,1970,2.606,115.104,120.578,14,democratic,slow,costly,big,debt,republican,laws,protect,senate,,,,,,,,,,,,2.16,114.793,120.556,15,Christian,traditional,threatened,strong,unwavering,independence,democracy,,,,,,,,,,,,,,2.236,116.743,120.613,16,Liberal,left,Clinton,liars,immigrants,Obamacare,socialist,weak,lost,immature,losers,,,,,,,,,,1.821,96.741,120.574,18,conservative,trump,strong,winners,right,moral,traditional,taxes,great,Americans,,,,,,,,,,,2.146,116.801,120.595,20,democrats,poor,blacks,minorities,immigrants,fraud,lazy,handout,burden,socialist,free,burdened,reduce,,,,,,,,6. Conservative,Republican,,2,5,Male,Illinois,Illinois,English,,Atheist,,"Bachelor's degree (For example: BA, AB, BS)",,No,White,,Both parents born in the U.S.,"Yes, I agree",22
2/24/17 7:03,2/24/17 7:15,IP Address,208.108.81.45,100,712,TRUE,2/24/17 7:15,R_3FPY31GHU9ThwL8,,,,,41.36489868,-82.11499786,anonymous,I understand and agree to proceed,,,,,1979,46.77,46.77,122.96,1,wealthy,powerful,stupid,bossy,interfere,,,,,,,,,,,,,,,,68.012,68.012,122.99,1,trust,leadership,hard work,respect,kindness,determination,family,parenthood,,,,,,,,,,,,,19.797,59.402,122.017,3,liberal,poor,working class,left,giving,,,,,,,,,,,,,,,,1.726,1.726,120.979,1,wealthy,powerful,trump,money,political,party,arrogant,expensive,conservative,right,,,,,,,,,,,1.325,1.325,120.597,1,poor,crime,children,drugs,unclean,dirty,messy,sloppy,,,,,,,,,,,,,4. Moderate; middle of the road,Democrat,,3,1. Government should see to jobs and standard of living,Female,Ohio,Ohio,English,,Protestant,,Associate degree in college - Occupational/vocational program,,No,White,,Both parents born in the U.S.,"Yes, I agree",76
2/24/17 7:04,2/24/17 7:15,IP Address,205.254.147.8,100,702,TRUE,2/24/17 7:15,R_4NqKugH453lZBa9,,,,,38.89509583,-77.03639984,anonymous,I understand and agree to proceed,,,,,1967,1.563,77.829,120.486,10,Big,Federal,State,Local,Bureaucracy,,,,,,,,,,,,,,,,57.205,85.854,120.479,6,Conservative,Republican,Patriotism,Hard work,Family,self-reliance,,,,,,,,,,,,,,,1.442,38.186,120.484,6,liberal,angry,Elizabeth warren,loser,,,,,,,,,,,,,,,,,1.709,17.212,120.485,4,Winner,Trump,Conservative,Jefferson,,,,,,,,,,,,,,,,,2.301,12.365,120.48,3,poor,food stamps,democrat,,,,,,,,,,,,,,,,,,6. Conservative,Republican,,2,6,Male,Pennsylvania,Pennsylvania,English,,Catholic,,"Bachelor's degree (For example: BA, AB, BS)",,No,White,,Both parents born in the U.S.,"Yes, I agree",33
2/24/17 6:58,2/24/17 7:16,IP Address,74.73.90.16,100,1123,TRUE,2/24/17 7:16,R_1omNQMmhOWsBJyk,,,,,40.77920532,-73.90699768,anonymous,I understand and agree to proceed,,,,,1968,4.267,98.366,120.575,16,USA,political,disagreements,laws,checks and balances,elected,diplomacy,cooperation,divided,liberal,conservative,flawed,evasive,invasive,necessary,,,,,,1.802,118.783,120.538,18,freedom,speech,religion or lack of,press,family,democracy,caregiving,equality,education,independence,,,,,,,,,,,2.553,117.689,120.525,17,liberal,open minded,risk adverse,northern,educated,intelligent,nice,rights,protests,worried,,,,,,,,,,,9.642,111.579,120.519,13,conservative,closed minded,southerner,wealthy,anti lgbtq,trump,anti human rights,racist,uncooperative,,,,,,,,,,,,2.856,83.357,120.502,13,help,ability,caring,health,concern,well-being,democratic,social,children,elders,disabled,,,,,,,,,,2. Liberal,Democrat,,7. Government should provide many more services,1. Government should see to jobs and standard of living,Female,New York,New York,English,,Atheist,,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",,No,White,,One parent born in the U.S.,"Yes, I agree",21
2/24/17 7:00,2/24/17 7:18,IP Address,108.219.78.204,100,1057,TRUE,2/24/17 7:18,R_27WqRrTsdzA0eUx,,,,,26.30169678,-98.16329956,anonymous,I understand and agree to proceed,,,,,1987,20.047,20.047,121.222,1,politics,power,law,state,union,bureaucracy,,,,,,,,,,,,,,,89.206,103.079,121.997,2,strong,patriotic,,,,,,,,,,,,,,,,,,,10.332,10.332,121.46,1,lawmaker,leader,statesperson,public servant ,member of congress,,,,,,,,,,,,,,,,65.144,65.616,122.018,2,lawmaker,leader,officeholder,member of parliament,statesperson,,,,,,,,,,,,,,,,16.474,16.793,120.54,2,poor,benefit,aid,assistance,,,,,,,,,,,,,,,,,2. Liberal,Republican,,5,5,Male,Texas,Texas,English,,Agnostic,,"Bachelor's degree (For example: BA, AB, BS)",,Yes,White,,Both parents born in another country,"Yes, I agree",34
2/24/17 7:05,2/24/17 7:18,IP Address,204.9.150.217,100,774,TRUE,2/24/17 7:18,R_9pEqxiQSN7etaQV,,,,,40.39680481,-80.67489624,anonymous,I understand and agree to proceed,,,,,1986,2.597,74.844,120.497,2,power,control,ruling,democracy,congress,supreme court,judicial,executive,legislative,house of representatives,senate,,,,,,,,,,1.554,2.505,120.497,2,straight,Christian,amendments,freedom,liberty,equality,rights,melting-pot,speech,religion,press,sports,activities,cook-outs,family,,,,,,2.014,49.407,120.506,4,liberal,abortion,Hilary,Bernie,rights,welfare,health-care,donkey,blue,obama,left,correct,women,minorities,unions,gun-control,,,,,1.782,1.782,120.496,1,right,conservative,religious,nra,pro-gun,anti-abortion,bush,trump,uptight,president,narrow-minded,oil,coal,greedy,big-business,,,,,,11.859,11.859,120.51,1,sharing,poor,needy,supplement,necessary,fair,balanced,redistribution,support,,,,,,,,,,,,2. Liberal,Democrat,,4,4,Male,Ohio,West Virginia,English,,Atheist,,"Bachelor's degree (For example: BA, AB, BS)",,No,White,,Both parents born in the U.S.,"Yes, I agree",14
2/24/17 7:09,2/24/17 7:21,IP Address,66.61.73.241,100,727,TRUE,2/24/17 7:21,R_1k0sPoPIas7QEnM,,,,,41.22129822,-82.57460022,anonymous,I understand and agree to proceed,,,,,1992,2.238,2.238,120.687,1,President ,Laws,Congress,State,Senate,Rules,Taxes,White House,Supreme Court ,Justice,Regulations ,Election ,Republican ,Democrat,Freedom ,Constitution ,Global affairs ,,,,2.88,2.88,120.645,1,Freedom,Acceptance ,Liberty,Loyalty ,Success ,Patriotism ,Hard work,Determination ,Strength,Peace,Love,Innovation ,,,,,,,,,1.84,1.84,120.59,1,Helpful,Obama,Empathize ,Liberal,Blue collar ,Hard working ,Determined ,Hope ,Education ,Women's rights ,Health care,,,,,,,,,,1.913,1.913,120.609,1,Trump,Business ,White collar,Wealthy,Religious ,Pro gun,Money,Strength ,Faith,Red,,,,,,,,,,,2.419,31.405,120.598,2,Financial aid,Food,Wic,Ebt,Helpful,Hope,Health care ,Assistance ,Child care ,,,,,,,,,,,,5. Slightly conservative,Democrat,,6,4,Female,Ohio,Ohio,English,,Catholic,,Associate degree in college -- Academic program,,No,White,,Both parents born in the U.S.,"Yes, I agree",1
2/24/17 7:12,2/24/17 7:24,IP Address,24.96.155.226,100,710,TRUE,2/24/17 7:24,R_3ejXOJMlFrEoT25,,,,,34.71350098,-86.74210358,anonymous,I understand and agree to proceed,,,,,1987,3.306,3.306,120.503,1,leader,money,president,control,power,vote,law,job,Washington,bribery,corrupt,secret,tax,confusion,,,,,,,2.325,28.438,120.535,3,freedom,pride,honesty,integrity,work,ambition,communication,,,,,,,,,,,,,,2.904,2.904,120.5,1,taxes,unemployment,programs,blue-collar,diversity,minority,funding,big,control,assistance,support,jobs,,,,,,,,,2.837,99.623,120.499,5,government,business,conservative,small,jobs,work,limited,white-collar,south,white,,,,,,,,,,,2.585,2.585,120.499,1,poor,unemployed,food stamps,support,misunderstood,advantage,game,system,drugs,money,corrupt,democrat,stuck,cycle,assistance,overworked,lazy,dichotomy,problem,,3. Slightly liberal,Democrat,,5,3,Female,Alabama,Alabama,English,,Spiritual but not religious,,Associate degree in college -- Academic program,,No,White,,Both parents born in the U.S.,"Yes, I agree",68
2/24/17 7:13,2/24/17 7:25,IP Address,76.203.249.88,100,748,TRUE,2/24/17 7:26,R_33pV7hn9abKtseh,,,,,42.57640076,-83.75589752,anonymous,I understand and agree to proceed,,,,,1975,2.812,116.163,120.536,11,large,controlling,nosy,absurd,enormous,thief,annoying,hurtful,fear,terror,,,,,,,,,,,2.528,112.214,120.504,12,family,friends,job,security,faith,home,love,honor,country,freedom,,,,,,,,,,,4.376,96.546,120.51,13,weak ,gay,left,abortion,wrong,rainbow,violent,gun control,protest,fear monger,winners,spenders,haters,,,,,,,,2.371,114.792,120.513,12,strong,honor,Christian,faithful,right,nra,freedom,loyal,secure,family,protective,,,,,,,,,,8.529,75.414,120.51,6,poor,outdated,revamp,remodel,abused,,,,,,,,,,,,,,,,6. Conservative,Republican,,1. Government should provide many fewer services,7. Government should let each person get ahead on their own,Male,Michigan,Michigan,English,,Catholic,,Associate degree in college -- Academic program,,No,White,,Both parents born in the U.S.,"Yes, I agree",46
2/24/17 7:16,2/24/17 7:29,IP Address,216.151.180.160,100,762,TRUE,2/24/17 7:29,R_3G7cNknpaBTvjLE,,,,,0,0,anonymous,I understand and agree to proceed,,,,,1969,30.857,99.416,120.49,10,official,regular,different,top,important,relevant,military,aware,central,political,management,direction,awareness,representative,,,,,,,3.873,118.667,120.501,11,Trust,Worthy,Faithful,Honesty,In power ,work,opportunity ,community,open hand,rules,freedom,quality ,education,,,,,,,,3.421,114.569,120.538,16,Hillary,energetic,pretentious,misinformed,media control,dishonest,taxes,spend,small minded,,,,,,,,,,,,16.597,118.034,120.516,8,aggressive,strong,present,sectional,radical,social,traditional,progressive,taxes,,,,,,,,,,,,2.4,2.4,120.52,1,help,support,issue,abused,overlooked,draining,relax,advantage,loop hole,hurting,timeframe,,,,,,,,,,5. Slightly conservative,Independent,,4,6,Male,New York,New York,English,,Protestant,,"Bachelor's degree (For example: BA, AB, BS)",,No,Black or African American,,Both parents born in the U.S.,"Yes, I agree",0
2/24/17 7:17,2/24/17 7:30,IP Address,50.107.135.61,100,800,TRUE,2/24/17 7:30,R_bjdVDXOpE6cEP17,,,,,41.56010437,-75.80460358,anonymous,I understand and agree to proceed,,,,,1976,3.494,17.866,127.363,4,politics,rulers,senate,representatives,law,Washington,president,state,country,parliament,public,corrupt,,,,,,,,,4.383,4.383,125.658,1,traditional,new,country,ancestors,individuals,morals,groups,households,steep,basis,old,,,,,,,,,,14.56,14.56,125.07,1,political,liberal,government,left-wing,washington,modern,donkey,house,representative,senate,president,,,,,,,,,,4.174,4.174,122.701,1,conservative,right-wing,old,politics,government,president,house,senate,representative,elephant,,,,,,,,,,,2.884,2.884,124.584,1,needy,protection,help,well-being,interest,poor,less,purpose,lower,overall,,,,,,,,,,,4. Moderate; middle of the road,Independent,,4,4,Female,Pennsylvania,Pennsylvania,English,,Catholic,,"Bachelor's degree (For example: BA, AB, BS)",,No,White,,Both parents born in the U.S.,"Yes, I agree",7
2/24/17 7:22,2/24/17 7:35,IP Address,73.217.38.207,100,788,TRUE,2/24/17 7:35,R_1M5IqMTTDaaheIh,,,,,40.47239685,-104.893898,anonymous,I understand and agree to proceed,,,,,1959,1.878,3.879,120.716,2,American,politics,military,electoral,republic,taxes,laws,spending,,,,,,,,,,,,,2.858,2.858,120.695,1,moral,traditional ,honest,strong,family,work,patriotism,justice,defend,diligent,,,,,,,,,,,2.9,2.9,120.645,1,liberal,wrong,left,sympathetic,welfare ,passive,Hillary,obama,easy,,,,,,,,,,,,2.007,2.007,120.633,1,conservative,right,value,president,traditional,honest,hard working,,,,,,,,,,,,,,3.383,3.383,120.69,1,wrong,too much,free,liberal,easy,income,,,,,,,,,,,,,,,6. Conservative,Republican,,3,6,Female,Colorado,Florida,English,,Agnostic,,Associate degree in college - Occupational/vocational program,,No,White,,Both parents born in the U.S.,"Yes, I agree",61
2/24/17 7:25,2/24/17 7:37,IP Address,73.86.160.177,100,740,TRUE,2/24/17 7:37,R_1pyZevAPTqszmpA,,,,,39.30749512,-76.63780212,anonymous,I understand and agree to proceed,,,,,1988,2.447,2.447,120.633,1,silly,lazy,coward,slow,red,untrustworthy,heavy,tiring,game,money,corrupt,polluted,perverted,reform,tacky,unfair,nasty,,,,3.528,3.528,120.636,1,freedom,love,land,flag,enjoyment,happiness,vast,mechanical,yellow,fields,food,education,discrimination,,,,,,,,2.201,2.201,120.673,1,right,sane,trust,blue,patient,naive,home,freedom,welfare,help,dignity,value,intelligent,,,,,,,,1.875,83.647,120.663,5,backwards,hungry,greedy,bothersome,radical,terrorist,untrustworthy,silly,uneducated,liars ,un-American,sneaky ,underhand ,sad,,,,,,,1.855,47.917,120.706,4,jobs,health,money,food,shelter ,clothes,warmth,help,safe,people,country,service,unity,wellness,care,,,,,,2. Liberal,Democrat,,7. Government should provide many more services,2,Male,Maryland,Maryland,English,,Atheist,,Some college but no degree,,No,Black or African American,,Both parents born in the U.S.,"Yes, I agree",39
